match,row,kills,deaths,assists,damage,dmg_taken,healing,mvp
5,13,40,18,9,24827,13043,0,FALSE
6,2,4,6,2,8852,11512,2168,FALSE
6,3,4,5,0,10163,33331,0,FALSE
6,4,6,4,2,10303,31871,3244,FALSE
6,5,2,5,6,5298,6438,22214,FALSE
6,6,0,3,10,580,3698,28415,FALSE
6,7,8,11,0,10692,8159,0,TRUE
6,8,14,2,21,7853,3509,16047,FALSE
6,9,16,0,1,13903,20637,0,FALSE
6,10,18,2,0,16047,3751,0,TRUE
6,11,15,2,3,19027,20624,1813,FALSE
6,12,0,2,17,206,1368,15930,FALSE
6,13,16,4,0,17040,4373,0,FALSE
7,2,14,5,2,7993,19828,0,FALSE
7,3,15,4,0,7205,3111,0,FALSE
7,4,9,2,16,4128,9004,9671,FALSE
7,5,20,6,0,13698,3564,0,TRUE
7,6,15,4,4,8021,17375,0,FALSE
7,7,8,4,14,2792,4401,15278,FALSE
7,8,12,6,0,15663,7586,0,FALSE
7,9,9,6,2,7218,16464,0,FALSE
7,10,10,5,12,6578,8286,6625,TRUE
7,11,4,6,7,4620,15868,5034,FALSE
7,12,8,6,1,6461,6947,0,FALSE
7,13,2,5,14,2952,2445,17721,FALSE
8,2,6,5,3,2492,2839,0,FALSE
8,3,4,6,1,2597,1631,0,FALSE
8,4,3,6,1,3283,2226,979,FALSE
8,5,5,6,6,2584,4102,2964,TRUE
8,6,3,7,2,2821,2793,0,FALSE
8,7,7,5,4,3533,1792,0,FALSE
8,8,7,4,2,1745,1825,0,FALSE
8,9,8,1,6,4084,4734,0,FALSE
8,10,10,4,8,2931,2921,0,FALSE
8,11,13,4,2,2876,2763,0,FALSE
8,12,9,3,3,2635,2269,0,FALSE
8,13,7,1,20,1113,2799,5205,TRUE
9,2,7,2,14,536,2034,5168,FALSE
9,3,6,3,8,2278,4314,4187,FALSE
9,4,7,1,1,2571,2668,93,FALSE
9,5,12,3,6,3715,6044,550,TRUE
9,6,9,1,12,3095,3469,1706,FALSE
9,7,5,7,1,2406,4180,0,FALSE
9,8,7,5,2,4895,3397,0,TRUE
9,9,7,7,3,3483,2210,0,FALSE
9,10,7,4,5,4426,1083,0,FALSE
9,11,2,5,4,2869,2117,0,FALSE
9,12,4,4,4,3792,2091,0,FALSE
9,13,4,4,1,3066,5191,0,FALSE
10,2,33,6,1,20071,6321,0,FALSE
10,3,43,1,0,18994,6582,0,FALSE
10,4,28,2,38,7767,15412,23263,TRUE
10,5,11,3,28,3468,3847,22127,FALSE
10,6,25,5,1,11734,31339,0,FALSE
10,7,31,8,0,21488,10731,0,FALSE
10,8,12,13,5,9637,21269,0,FALSE
10,9,5,13,0,9110,8159,0,FALSE
10,10,11,14,1,12596,13299,160,FALSE
10,11,15,10,3,15988,29317,1224,TRUE
10,12,11,11,12,4262,8903,24983,FALSE
10,13,7,8,12,5671,16547,17728,FALSE
11,2,31,5,7,18183,32078,0,FALSE
11,3,38,6,19,25502,10336,0,TRUE
11,4,45,5,0,18921,8990,0,FALSE
11,5,19,3,37,10762,13845,25223,FALSE
11,6,30,3,1,22023,31345,0,FALSE
11,7,24,2,46,8540,6425,35144,FALSE
11,8,10,8,0,8158,4135,0,FALSE
11,9,12,13,4,15659,25964,0,FALSE
11,10,10,12,2,16978,32637,5460,FALSE
11,11,9,10,12,12962,21263,30529,TRUE
11,12,11,10,4,21050,30784,0,FALSE
11,13,8,10,8,12051,15239,33559,FALSE
12,2,18,0,0,7208,9741,0,FALSE
12,3,10,2,24,3048,1780,7381,FALSE
12,4,21,0,2,9971,4537,50,FALSE
12,5,21,1,3,9885,1602,0,FALSE
12,6,19,0,21,4446,6394,11578,TRUE
12,7,16,1,5,5060,6947,0,FALSE
12,8,1,6,0,5029,5998,2555,FALSE
12,9,3,7,0,4751,10911,26,TRUE
12,10,0,5,2,5145,3127,5227,FALSE
12,11,0,9,2,3616,15964,0,FALSE
12,12,1,6,0,5660,3111,0,FALSE
12,13,1,7,2,1976,4579,7567,FALSE
13,2,10,5,23,3703,2918,4147,FALSE
13,3,19,1,5,8109,2508,0,TRUE
13,4,10,3,7,4807,4374,89,FALSE
13,5,0,0,0,0,0,0,FALSE
13,6,13,5,8,5148,2514,0,FALSE
13,7,3,2,1,3211,2582,0,FALSE
13,8,11,2,9,3490,2027,0,FALSE
13,9,7,7,2,3548,10144,0,TRUE
13,10,6,1,7,2271,6959,0,FALSE
13,11,8,7,4,3227,2982,0,FALSE
13,12,4,5,0,1114,2185,0,FALSE
13,13,7,9,5,4451,3932,0,FALSE
13,14,2,3,2,1190,3616,0,FALSE
13,15,0,1,0,291,1568,0,FALSE
14,2,18,4,8,4679,3412,12145,TRUE
14,3,20,6,2,5495,3411,0,FALSE
14,4,10,7,2,6268,13362,0,FALSE
14,5,11,3,4,9146,16692,0,FALSE
14,6,5,4,15,2693,6853,8353,FALSE
14,7,15,5,0,6504,7066,210,FALSE
14,8,22,4,0,11964,4183,0,TRUE
14,9,8,9,10,3847,8337,9591,FALSE
14,10,0,0,0,0,0,0,FALSE
14,11,15,7,0,5746,5261,0,FALSE
14,12,14,5,9,3023,4371,7359,FALSE
14,13,7,7,0,8725,18282,0,FALSE
14,14,11,5,0,8907,2326,0,FALSE
15,2,17,3,1,6412,3673,382,FALSE
15,3,19,6,0,10291,6415,0,FALSE
15,4,19,4,0,6421,3198,0,FALSE
15,5,3,0,30,424,3557,14017,FALSE
15,6,18,5,5,4904,3520,0,FALSE
15,7,23,4,7,11785,5881,0,TRUE
15,8,11,7,10,2915,7546,9221,TRUE
15,9,13,4,4,7265,3304,0,FALSE
15,10,7,6,10,1672,7879,6755,FALSE
15,11,7,10,3,3855,12670,0,FALSE
15,12,10,5,0,5123,11441,0,FALSE
15,13,5,7,3,3312,3823,1484,FALSE
16,2,6,6,3,3449,6994,0,FALSE
16,3,10,4,5,4752,2485,0,TRUE
16,4,4,3,4,4700,3999,221,FALSE
16,5,10,2,4,3964,1248,0,FALSE
16,6,7,8,6,3350,4572,0,FALSE
16,7,2,6,2,2074,3038,711,FALSE
16,8,5,3,3,2816,6615,0,FALSE
16,9,15,2,6,5052,2925,269,TRUE
16,10,7,3,4,3488,4279,181,FALSE
16,11,6,6,2,3400,2143,0,FALSE
16,12,12,3,4,4922,3514,0,FALSE
16,13,5,4,21,574,2813,5759,FALSE
17,2,12,9,3,7367,9421,0,FALSE
17,3,16,7,11,14931,6539,0,FALSE
17,4,10,11,0,10243,5910,0,FALSE
17,5,12,9,1,11129,17619,0,FALSE
17,6,13,8,18,5678,9848,16213,TRUE
17,7,10,9,7,7483,4990,3062,FALSE
17,8,6,7,17,1374,6010,15914,FALSE
17,9,25,6,4,13733,12253,0,FALSE
17,10,18,4,1,8812,17632,309,FALSE
17,11,21,6,22,7033,13119,17232,TRUE
17,12,24,8,1,11053,12046,641,FALSE
17,13,15,8,0,3587,4813,0,FALSE
18,2,2,5,1,4022,1577,0,FALSE
18,3,0,7,0,2709,3642,0,FALSE
18,4,2,8,0,5320,2375,0,FALSE
18,5,2,7,0,3341,2628,0,FALSE
18,6,4,4,0,6424,1866,0,TRUE
18,7,1,7,0,1422,1975,0,FALSE
18,8,14,2,5,2650,2951,0,FALSE
18,9,20,0,2,4066,7341,0,TRUE
18,10,3,0,12,675,1974,7415,FALSE
18,11,4,1,21,1108,3268,5872,FALSE
18,12,18,1,0,3031,7022,0,FALSE
18,13,9,2,9,766,3479,4944,FALSE
19,2,5,7,3,2240,2270,0,FALSE
19,3,0,1,1,105,1484,0,FALSE
19,4,3,5,6,1219,2186,2301,FALSE
19,5,2,7,0,1601,2412,0,FALSE
19,6,7,4,1,4147,2102,0,FALSE
19,7,10,9,3,5183,4458,0,TRUE
19,8,0,0,0,0,0,0,FALSE
19,9,0,4,9,296,3703,0,FALSE
19,10,7,4,4,942,1975,6,FALSE
19,11,9,3,6,2199,1898,0,FALSE
19,12,17,2,9,4193,2054,0,FALSE
19,13,5,4,14,1654,1753,3566,FALSE
19,14,19,3,3,5628,3178,0,TRUE
20,2,2,5,2,1802,1773,0,FALSE
20,3,11,2,12,2198,4807,4449,TRUE
20,4,9,3,8,3438,3494,0,FALSE
20,5,2,6,5,848,2333,2266,FALSE
20,6,2,4,2,900,11881,0,FALSE
20,7,2,4,3,372,2525,1644,FALSE
20,8,20,2,2,9332,2556,0,TRUE
20,9,3,0,19,2398,2424,2047,FALSE
20,10,7,2,6,3214,1139,0,FALSE
20,11,0,4,7,130,1730,1263,FALSE
20,12,5,2,3,3321,3060,0,FALSE
20,13,5,2,11,1668,1440,834,FALSE
21,2,8,1,6,2287,847,0,FALSE
21,3,11,5,3,5695,2730,0,FALSE
21,4,14,4,9,3869,12625,0,FALSE
21,5,13,3,25,4558,4629,5045,FALSE
21,6,10,3,7,3555,7485,0,FALSE
21,7,15,3,26,6375,2303,4642,TRUE
21,8,10,7,6,4274,3374,0,FALSE
21,9,6,2,3,2531,1025,0,FALSE
21,10,10,4,8,4327,2909,0,FALSE
21,11,7,7,7,5606,3607,164,FALSE
21,12,9,5,11,5872,9098,0,TRUE
21,13,10,3,11,4689,6327,0,FALSE
22,2,15,9,11,5132,3616,0,FALSE
22,3,11,10,6,9802,4899,0,TRUE
22,4,11,4,7,5322,7749,0,FALSE
22,5,6,5,3,2807,2571,0,FALSE
22,6,7,6,3,4008,3783,0,FALSE
22,7,9,6,5,5761,4661,0,FALSE
22,8,16,3,7,4957,3513,0,FALSE
22,9,14,8,20,4110,5366,4457,FALSE
22,10,17,5,7,5184,4098,0,FALSE
22,11,11,6,17,2665,6102,5856,TRUE
22,12,6,2,2,2700,7102,0,FALSE
22,13,12,5,8,4547,9453,0,FALSE
23,2,1,5,0,5348,9158,947,FALSE
23,3,3,6,2,3133,3148,906,FALSE
23,4,0,4,0,0,1900,0,FALSE
23,5,3,2,4,3921,4053,3770,FALSE
23,6,3,5,1,3573,2432,0,FALSE
23,7,3,6,4,5982,3654,2703,TRUE
23,8,7,1,11,1747,3772,6331,FALSE
23,9,11,2,11,2401,2013,0,FALSE
23,10,8,1,20,2605,3614,6755,FALSE
23,11,10,0,10,4083,8670,0,FALSE
23,12,13,2,10,4171,5381,0,FALSE
23,13,20,3,17,7093,2227,0,TRUE
24,2,5,7,6,1690,3490,0,FALSE
24,3,15,5,7,5869,1672,0,FALSE
24,4,4,2,0,2429,1738,0,FALSE
24,5,11,3,19,2217,4206,5315,TRUE
24,6,15,0,13,4402,3462,0,FALSE
24,7,7,4,2,4437,2521,0,FALSE
24,8,0,3,0,0,4965,0,FALSE
24,9,0,4,0,40,3200,0,FALSE
24,10,0,2,0,599,550,0,FALSE
24,11,15,7,5,7298,5498,0,TRUE
24,12,10,5,5,4684,2203,0,FALSE
24,13,0,2,3,420,3843,5034,FALSE
24,14,5,7,2,2438,2771,0,FALSE
25,2,13,6,9,5638,2368,0,FALSE
25,3,9,3,5,3206,2383,0,FALSE
25,4,10,6,2,5117,2686,0,FALSE
25,5,6,1,2,6410,7427,0,FALSE
25,6,8,2,9,4254,1758,0,FALSE
25,7,9,3,7,6899,5981,1913,TRUE
25,8,6,1,4,4115,7446,0,FALSE
25,9,2,7,1,3959,3562,0,FALSE
25,10,6,5,13,1773,3493,5583,FALSE
25,11,10,6,5,6666,3593,0,FALSE
25,12,8,7,10,2505,6133,4239,FALSE
25,13,7,7,4,3548,11180,0,TRUE
26,2,16,9,3,10601,14645,0,FALSE
26,3,20,9,0,17437,8340,0,FALSE
26,4,5,8,18,1409,7944,28375,FALSE
26,5,26,5,4,22227,14991,0,FALSE
26,6,19,5,8,21729,39621,0,TRUE
26,7,15,7,23,8138,19400,29000,FALSE
26,8,16,4,0,16050,30669,0,FALSE
26,9,22,5,7,13451,7809,0,FALSE
26,10,16,9,9,25266,6591,0,FALSE
26,11,11,4,20,6294,12186,27819,FALSE
26,12,16,9,4,12353,26712,0,FALSE
26,13,15,6,19,9542,9168,21021,TRUE
27,2,13,5,28,5601,5539,33237,FALSE
27,3,17,8,5,18887,11335,0,FALSE
27,4,15,6,5,17032,46501,0,FALSE
27,5,10,9,0,17123,7785,0,FALSE
27,6,12,7,16,7339,11812,34743,TRUE
27,7,19,10,2,16193,27944,1228,FALSE
27,8,29,6,8,25714,6295,0,FALSE
27,9,19,6,31,11179,9824,31701,FALSE
27,10,2,5,31,1601,3303,26156,FALSE
27,11,28,6,5,20982,26152,0,FALSE
27,12,25,7,2,15583,6217,0,FALSE
27,13,25,3,2,20948,37559,0,TRUE
28,2,10,5,13,5689,5363,18051,FALSE
28,3,5,7,10,5155,8182,13721,FALSE
28,4,8,9,5,5906,5092,0,FALSE
28,5,11,6,0,14784,28820,0,TRUE
28,6,14,6,1,11623,3734,0,FALSE
28,7,12,7,1,12382,19496,0,FALSE
28,8,24,5,3,14646,21238,315,FALSE
28,9,14,4,5,10561,6508,0,FALSE
28,10,7,5,20,4673,6244,19940,FALSE
28,11,0,4,26,962,2986,16654,FALSE
28,12,18,5,2,10668,27341,0,FALSE
28,13,27,1,0,15278,3141,0,TRUE
29,2,9,6,1,7625,19553,0,TRUE
29,3,7,7,1,6042,23203,0,FALSE
29,4,13,8,0,8632,5201,0,FALSE
29,5,10,10,4,5877,5040,0,FALSE
29,6,5,6,12,4227,10187,19340,FALSE
29,7,3,8,9,3828,5006,8969,FALSE
29,8,18,4,0,10344,4372,0,FALSE
29,9,17,4,4,8612,18015,0,FALSE
29,10,10,3,19,3727,9739,7091,FALSE
29,11,25,3,3,10141,3095,0,FALSE
29,12,25,5,0,8941,4422,0,TRUE
29,13,12,4,19,4087,2945,9064,FALSE
30,2,1,5,1,3673,8957,0,FALSE
30,3,0,4,5,1704,4850,5736,FALSE
30,4,4,7,2,4164,3051,0,FALSE
30,5,4,4,3,2989,2356,6034,FALSE
30,6,2,4,0,3843,8738,0,FALSE
30,7,8,5,0,7839,3801,0,TRUE
30,8,0,0,0,0,0,0,FALSE
30,9,11,2,12,4797,2216,6439,FALSE
30,10,14,1,0,7865,2384,0,FALSE
30,11,8,1,1,5088,9454,0,FALSE
30,12,10,2,3,6691,8846,0,TRUE
30,13,11,3,2,3643,2032,0,FALSE
30,14,6,1,14,2000,3508,6956,FALSE
30,15,0,0,0,0,0,0,FALSE
31,2,16,1,4,2715,6007,0,FALSE
31,3,17,1,0,4753,2400,0,FALSE
31,4,17,2,0,3633,9594,0,FALSE
31,5,14,2,2,4085,1943,1782,FALSE
31,6,1,1,22,57,2631,9045,FALSE
31,7,13,1,22,2668,4190,5398,TRUE
31,8,0,3,0,1147,3707,54,FALSE
31,9,0,1,0,468,372,0,FALSE
31,10,4,6,0,5461,2240,0,TRUE
31,11,3,8,0,2798,2998,40,FALSE
31,12,2,3,1,1711,1663,1514,FALSE
31,13,4,6,0,4740,1902,0,FALSE
31,14,1,4,0,2577,4296,0,FALSE
31,15,1,3,0,1440,1198,252,FALSE
31,16,0,1,0,309,630,574,FALSE
31,17,0,0,0,0,0,0,FALSE
32,2,18,8,5,12031,6874,125,FALSE
32,3,13,9,0,14291,43250,0,FALSE
32,4,7,9,11,6900,13133,18964,FALSE
32,5,21,11,5,20780,9739,3755,TRUE
32,6,13,10,22,6118,8750,32779,FALSE
32,7,14,12,2,19647,34498,1488,FALSE
32,8,32,3,5,19702,26677,0,TRUE
32,9,18,9,23,8799,16693,14289,FALSE
32,10,27,7,0,19455,9518,0,FALSE
32,11,31,6,7,24135,8871,0,FALSE
32,12,17,4,37,8953,16877,29956,FALSE
32,13,13,6,16,8297,18920,9167,FALSE
33,2,4,4,0,5634,21793,0,FALSE
33,3,4,3,8,3847,6673,17730,FALSE
33,4,10,7,1,12888,7060,0,TRUE
33,5,1,6,0,4157,3007,68,FALSE
33,6,8,5,3,10397,16858,424,FALSE
33,7,3,7,7,4273,7182,13975,FALSE
33,8,7,3,22,7655,6408,9387,FALSE
33,9,18,1,3,16252,13088,1556,TRUE
33,10,15,1,1,8679,12783,0,FALSE
33,11,8,5,9,4705,5171,11937,FALSE
33,12,19,3,6,7678,4145,6057,FALSE
33,13,18,3,1,10431,5514,0,FALSE
34,2,38,1,7,18348,3268,0,FALSE
34,3,14,0,4,5033,6217,0,FALSE
34,4,31,1,2,12203,25292,0,TRUE
34,5,20,1,23,6720,2815,10980,FALSE
34,6,21,0,30,4067,2235,12819,FALSE
34,7,22,1,0,13650,2497,0,FALSE
34,8,3,12,0,6203,23546,80,TRUE
34,9,2,8,1,8469,5541,0,FALSE
34,10,2,11,0,4623,20658,0,FALSE
34,11,0,11,2,7748,6777,0,FALSE
34,12,0,3,2,1187,6248,20573,FALSE
34,13,1,5,2,1796,3910,11549,FALSE
35,2,19,8,21,8993,6861,10991,TRUE
35,3,13,11,3,8968,27965,0,FALSE
35,4,22,9,1,10317,5710,0,FALSE
35,5,6,4,31,3484,3553,17099,FALSE
35,6,22,13,0,12983,6746,0,FALSE
35,7,20,12,5,9626,12120,0,FALSE
35,8,1,2,0,764,2138,3718,FALSE
35,9,0,2,1,1488,1266,2930,FALSE
35,10,2,3,1,1309,1591,0,FALSE
35,11,25,11,5,13800,6357,0,FALSE
35,12,26,4,3,8045,3647,0,FALSE
35,13,19,10,5,8403,27001,0,FALSE
35,14,24,5,17,9789,5727,9433,TRUE
35,15,14,5,4,7814,2185,746,FALSE
35,16,16,4,18,6574,4458,10957,FALSE
36,2,3,7,2,3757,4063,4600,FALSE
36,3,2,5,0,2851,2908,0,FALSE
36,4,6,4,0,5205,3107,0,FALSE
36,5,1,6,0,3568,11181,0,FALSE
36,6,4,4,10,3458,5237,8890,FALSE
36,7,11,5,0,8469,2081,0,TRUE
36,8,8,4,1,4095,9842,0,FALSE
36,9,14,2,1,6535,2640,0,TRUE
36,10,9,3,3,6912,7122,268,FALSE
36,11,11,3,0,3951,3464,517,FALSE
36,12,11,1,7,2359,3925,5781,FALSE
36,13,13,2,10,3380,2485,6753,FALSE
37,2,31,10,0,19947,7931,0,FALSE
37,3,21,9,2,10600,4670,0,FALSE
37,4,25,6,9,13564,34534,0,FALSE
37,5,13,7,17,5727,8430,20864,FALSE
37,6,21,6,14,14637,24758,0,FALSE
37,7,23,3,22,9800,15573,31771,TRUE
37,8,8,8,14,7634,10753,24264,FALSE
37,9,25,7,2,19817,7237,0,TRUE
37,10,13,12,0,17135,15351,0,FALSE
37,11,13,9,24,7641,7910,24795,FALSE
37,12,19,9,0,18702,17260,0,FALSE
37,13,15,10,0,16762,33641,0,FALSE
38,2,19,12,6,15432,24656,706,FALSE
38,3,26,14,4,15648,9900,0,FALSE
38,4,8,9,31,3756,8760,22320,FALSE
38,5,22,8,1,14276,30188,0,TRUE
38,6,24,13,0,14596,11268,0,FALSE
38,7,12,12,22,5862,11732,26706,FALSE
38,8,10,6,33,3008,6622,28042,FALSE
38,9,17,10,18,7747,6669,16470,FALSE
38,10,27,12,0,18210,20937,0,TRUE
38,11,12,6,0,12476,24175,0,FALSE
38,12,19,11,0,20136,10920,0,FALSE
38,13,31,6,0,23204,12879,0,FALSE
39,2,17,8,19,6524,12780,22031,TRUE
39,3,13,9,0,8490,7322,0,FALSE
39,4,18,9,1,13361,38802,0,FALSE
39,5,18,7,0,9765,31210,0,FALSE
39,6,21,5,4,19560,8123,0,FALSE
39,7,6,7,18,4835,8332,26171,FALSE
39,8,25,9,0,12970,6168,0,FALSE
39,9,27,6,0,19930,8117,0,TRUE
39,10,12,7,25,8005,11277,17034,FALSE
39,11,15,8,0,14722,10707,0,FALSE
39,12,15,8,2,16116,28288,0,FALSE
39,13,5,4,29,2301,4156,18438,FALSE
40,2,25,7,1,24356,12781,0,FALSE
40,3,12,6,20,7600,12611,43223,FALSE
40,4,27,6,2,20299,24334,0,TRUE
40,5,12,9,3,13125,32509,0,FALSE
40,6,0,7,20,598,5152,22585,FALSE
40,7,22,8,2,18461,14492,1117,FALSE
40,8,24,11,3,16955,39550,0,FALSE
40,9,13,8,24,6236,12597,19568,FALSE
40,10,16,8,28,9199,7813,31420,FALSE
40,11,25,7,0,15048,5463,0,FALSE
40,12,27,8,4,21050,22826,355,TRUE
40,13,19,10,0,25709,12611,265,FALSE
41,2,2,5,3,937,3412,7269,FALSE
41,3,3,5,3,1319,3287,7812,FALSE
41,4,4,6,2,6798,3916,68,TRUE
41,5,2,9,0,3760,15816,0,FALSE
41,6,4,8,1,5102,12555,734,FALSE
41,7,2,5,0,6532,3895,68,FALSE
41,8,18,2,0,7495,2971,0,FALSE
41,9,17,2,7,9071,5083,0,FALSE
41,10,12,0,19,2945,3903,10059,FALSE
41,11,18,1,0,6145,2346,0,FALSE
41,12,13,1,21,6722,1622,8031,TRUE
41,13,17,2,1,5922,15050,0,FALSE
42,2,17,7,0,10606,28514,0,FALSE
42,3,9,9,0,8878,7146,0,FALSE
42,4,20,5,0,18029,6678,0,TRUE
42,5,10,9,14,5331,6839,21788,FALSE
42,6,7,6,16,5623,16804,17356,FALSE
42,7,15,6,4,11748,20427,392,FALSE
42,8,1,3,14,1378,5096,23369,FALSE
42,9,10,6,1,13188,28261,0,FALSE
42,10,7,9,15,7676,10976,13799,FALSE
42,11,18,6,7,11015,5857,9101,TRUE
42,12,16,6,4,17805,10189,0,FALSE
42,13,19,5,0,13991,5544,0,FALSE
43,2,7,5,3,8213,8170,4253,FALSE
43,3,2,4,8,1272,6423,21022,FALSE
43,4,6,10,6,8780,6951,1655,FALSE
43,5,7,6,2,11480,28901,0,FALSE
43,6,8,6,3,10507,6926,13698,TRUE
43,7,6,5,0,7801,13377,0,FALSE
43,8,13,4,5,14984,19688,0,TRUE
43,9,16,5,0,10518,6730,0,FALSE
43,10,11,4,18,6184,9631,16199,FALSE
43,11,10,3,21,4187,4840,17254,FALSE
43,12,22,2,2,14364,4622,0,FALSE
43,13,21,0,1,7598,19368,0,FALSE
44,2,2,4,2,6475,3747,0,FALSE
44,3,0,4,7,2270,3270,8760,FALSE
44,4,5,5,0,5366,9835,0,TRUE
44,5,1,3,7,2790,2080,7660,FALSE
44,6,7,5,0,5998,2636,0,FALSE
44,7,3,3,0,5670,11251,1130,FALSE
44,8,9,1,0,6519,1751,339,FALSE
44,9,4,3,10,1036,3614,8789,FALSE
44,10,13,0,1,8313,20218,0,TRUE
44,11,13,2,1,7084,4128,0,FALSE
44,12,7,4,5,3328,3196,5391,FALSE
44,13,3,0,18,3205,3682,8008,FALSE
45,2,8,8,0,12363,14877,0,FALSE
45,3,8,12,2,9712,8873,6825,FALSE
45,4,13,10,0,12721,7855,0,TRUE
45,5,4,6,9,3270,8047,24022,FALSE
45,6,2,10,6,4149,12079,7271,FALSE
45,7,5,5,2,11951,25832,1707,FALSE
45,8,24,5,0,11411,17348,0,FALSE
45,9,34,3,4,25477,9628,0,TRUE
45,10,8,1,31,1356,3588,21185,FALSE
45,11,14,1,27,4829,10530,20605,FALSE
45,12,31,3,0,13699,1896,73,FALSE
45,13,20,5,5,12872,31350,0,FALSE
46,2,22,7,1,17491,5830,0,FALSE
46,3,21,1,1,21512,27787,2069,FALSE
46,4,18,1,2,15766,22557,0,FALSE
46,5,13,3,18,7443,11038,24077,FALSE
46,6,18,5,11,9747,5156,14219,TRUE
46,7,13,4,16,5188,5686,9812,FALSE
46,8,6,8,3,8564,16844,2544,FALSE
46,9,3,11,0,12712,38964,0,FALSE
46,10,7,8,0,25223,10809,0,TRUE
46,11,6,7,9,11110,4278,7737,FALSE
46,12,3,8,8,6855,6734,21593,FALSE
46,13,6,8,7,7719,8563,11664,FALSE
47,2,23,3,8,14481,38310,0,FALSE
47,3,17,2,30,7713,7058,30388,TRUE
47,4,24,8,0,17497,6455,393,FALSE
47,5,25,2,2,20211,28303,1085,FALSE
47,6,13,3,34,6346,17271,27566,FALSE
47,7,27,11,0,18381,11000,0,FALSE
47,8,4,11,8,5539,7356,24697,FALSE
47,9,14,11,0,19868,6981,0,FALSE
47,10,11,9,2,20297,30518,3134,FALSE
47,11,11,6,4,15003,5717,3515,FALSE
47,12,9,7,1,14271,31673,0,FALSE
47,13,12,7,10,11155,11296,17789,TRUE
48,2,21,4,0,12080,5127,0,FALSE
48,3,24,7,0,10424,5617,0,FALSE
48,4,13,8,15,9096,8444,15082,FALSE
48,5,15,9,6,11742,28030,0,FALSE
48,6,13,4,18,9613,7193,25082,TRUE
48,7,17,7,5,13785,7846,0,FALSE
48,8,17,9,2,12787,7147,0,FALSE
48,9,11,10,7,6502,7580,17666,FALSE
48,10,23,9,17,10470,5383,0,FALSE
48,11,10,6,1,8745,33196,0,FALSE
48,12,14,6,23,9155,8920,27071,TRUE
48,13,17,5,1,13999,18535,0,FALSE
49,2,5,10,0,2601,3332,0,FALSE
49,3,14,8,1,5030,3837,0,FALSE
49,4,17,5,1,4748,3619,0,TRUE
49,5,12,9,0,2956,3198,0,FALSE
49,6,13,9,0,3331,3483,0,FALSE
49,7,6,6,0,2529,2426,0,FALSE
49,8,7,9,0,3381,3249,0,FALSE
49,9,16,9,0,4308,3639,0,TRUE
49,10,4,9,0,1262,2700,0,FALSE
49,11,14,8,0,3179,3793,0,FALSE
49,12,13,6,1,3466,3450,0,FALSE
49,13,15,8,2,4298,4366,0,FALSE
50,2,13,9,2,13547,24498,0,FALSE
50,3,30,7,21,25199,8771,0,TRUE
50,4,22,5,29,6930,5450,21029,FALSE
50,5,26,6,29,12502,7437,18486,FALSE
50,6,29,6,2,24965,7700,0,FALSE
50,7,26,8,8,17543,27435,2546,FALSE
50,8,12,5,27,7156,8647,29141,FALSE
50,9,19,11,1,14206,38608,0,FALSE
50,10,23,7,1,16075,13740,2718,FALSE
50,11,14,10,19,6654,10790,31802,TRUE
50,12,23,7,1,12388,33360,0,FALSE
50,13,9,12,7,15931,12878,0,FALSE
51,2,31,10,4,25285,47792,0,FALSE
51,3,39,11,1,27092,9803,0,FALSE
51,4,26,11,42,13926,26504,40121,TRUE
51,5,40,16,0,33743,8654,557,FALSE
51,6,21,11,43,8841,13006,40042,FALSE
51,7,40,13,2,22523,54571,386,FALSE
51,8,30,12,22,18109,28869,15837,FALSE
51,9,26,8,22,15392,25090,19879,FALSE
51,10,16,14,35,8997,12219,37021,FALSE
51,11,43,12,10,30214,50611,0,TRUE
51,12,32,12,11,26574,11815,0,FALSE
51,13,23,15,15,26368,12296,3038,FALSE
52,2,5,6,0,3337,7277,4882,FALSE
52,3,8,6,6,6951,9555,4859,TRUE
52,4,2,7,3,3637,8014,13153,FALSE
52,5,5,6,3,9242,3616,0,FALSE
52,6,6,6,3,8162,9541,0,FALSE
52,7,2,8,0,7774,10511,0,FALSE
52,8,15,2,4,9844,14662,0,FALSE
52,9,17,2,4,4733,9888,0,FALSE
52,10,29,2,1,13828,4195,0,TRUE
52,11,14,3,18,4828,8090,10316,FALSE
52,12,8,3,2,9281,5722,240,FALSE
52,13,13,3,26,4207,3078,13654,FALSE
53,2,12,6,18,6339,9938,14382,FALSE
53,3,12,5,21,5242,6357,14273,TRUE
53,4,16,5,1,11372,4025,0,FALSE
53,5,20,5,0,13395,3952,0,FALSE
53,6,16,3,3,13572,14481,684,FALSE
53,7,14,5,0,9934,21449,0,FALSE
53,8,11,4,1,8140,18098,0,FALSE
53,9,7,7,5,5925,7270,10222,FALSE
53,10,6,6,7,5606,3144,8661,FALSE
53,11,5,9,12,3594,6969,14884,FALSE
53,12,17,6,1,10446,28583,0,TRUE
53,13,12,8,2,11672,5897,0,FALSE
54,2,18,3,4,8474,17619,0,FALSE
54,3,0,2,29,222,2539,18813,FALSE
54,4,13,6,8,7218,5852,0,FALSE
54,5,22,4,3,10150,17577,0,FALSE
54,6,22,1,2,14832,2644,0,TRUE
54,7,16,6,24,4455,10839,10421,FALSE
54,8,8,5,0,5944,21801,0,FALSE
54,9,9,5,1,6160,21764,0,FALSE
54,10,9,4,11,4318,5677,18107,TRUE
